"ListNo","Access","AdditInfo","Acres","ListAgt","AirType","Amenities","Area","BackDim","Basemnt","BsmntFin","City","ListCoAgt","CompBac","CompDays","CompSac","ContPh1","ContPh2","Contact","ContractDt","County","CrprtCap","DVR","DaysOnMkt","Deck","DirPre","DirPost","EWCoord","EntrdBy","EntryDt","Excl","ExpDtDisp","Ext","FeatExt","FeatInt","Floor","Frontage","GaragCap","Garage","HOAFee","HOATerms","Heat","HouseNbr","Image","Incl","Irregular","LandScape","Latitude","ListDt","ListType","Longitude","Lot","LstPrice","NSCoord","NumDish","NumDispose","NumOvRng","NumRefg","OffMktDt","ListOff","OpenHseDt","Owner","P1Bed","P1BthFull","P1BthHalf","P1BthTq","P1Fire","P1Rent","P1Sqf","P1FamDen","P1Kitch","P1Bar","P1Formal","P1SemiForm","P1Laundry","P2Bed","P2BthFull","P2BthHalf","P2BthTq","P2Fire","P2Rent","P2Sqf","P2FamDen","P2Kitch","P2Bar","P2Formal","P2SemiForm","P2Laundry","P3Bed","P3BthFull","P3BthHalf","P3BthTq","P3Fire","P3Rent","P3Sqf","P3FamDen","P3Kitch","P3Bar","P3Formal","P3SemiForm","P3Laundry","P4Bed","P4BthFull","P4BthHalf","P4BthTq","P4Fire","P4Rent","P4Sqf","P4FamDen","P4Kitch","P4Bar","P4Formal","P4SemiForm","P4Laundry","P5Bed","P5BthFull","P5BthHalf","P5BthTq","P5Fire","P5Rent","P5Sqf","P5FamDen","P5Kitch","P5Bar","P5Formal","P5SemiForm","P5Laundry","Patio","PkgSpacs","Pool","Possess","PropType","PublicID","Quadrant","RMPriceLow","ReinstDt","Remarks","Roof","Rstrct","SchDist","SchElem","SchJunior","SchSenior","SchOther","SchPrivate","Sewer","Show","SideDim","SlAgentID","SlAgentPub","SldOfcID","SlrPaidCns","SoldDt","SoldPrice","SoldTerms","StatCode","StatDate","State","Status","StrType","Street","Style","SubAgncy","Subdiv","TaxID","Taxes","Terms","TimeClause","TotAirElc","TotAirEvp","TotAirGas","TotAirPmp","TotAirSol","TotAirWElC","TotBar","TotBed","TotBth","TotBthFul","TotBthHal","TotBthTq","TotFamRm","TotFire","TotFormal","TotKitch","TotLdy","TotRent","TotSemi","TotSqf","TotWinEvp","UndrCnst","UnitNbr","Water","WinEle1","WinEle2","WinEle3","WinEle4","WinEvp1","WinEvp2","WinEvp3","WinEvp4","Window","WithDrDt","YearBlt","Zip","Zoning","LastMod"
"1397571","Concrete","","0.29","Liz Slager","Central Air; Electric","See Remarks; Cable Tv Available; Cable Tv Wired; Electric Dryer Hookup; Exercise Room; Home Warranty; Swimming Pool","101","0.0","Daylight; Entrance; Full; Walkout","98","Salt Lake City"," ","3%","1","","801-412-7422","801-971-2252","Karen M-F 9-5","08/06/2016","Salt Lake","0","0","7","1","N","W","0","","08/01/2016","Dryer; Washer","01/31/2017","Cedar/Redwood; Stone","Balcony; Deck; Covered; Double Pane Windows; Entry (Foyer); Outdoor Lighting; Patio: Covered; Sliding Glass Doors; Storm Doors; Walkout","See Remarks; Bath: Master; Bath: Sep. Tub/Shower; Central Vacuum; Closet: Walk-In; Den/Office; Dishwasher, Built-In; Disposal; French Doors; Gas Log; Intercom; Jetted Tub; Kitchen: Second; Oven: Gas; Range: Countertop","Carpet; Marble; Tile","0.0","3","2 Car Deep (Tandem); Built-In; Opener","","","Gas: Central","451","1397571_b4ef63b3f0aab1c4497bd7596c6da1b0_2370738.jpg","See Remarks; Alarm System; Basketball Standard; Ceiling Fan; Fireplace Equipment; Gas Grill/BBQ; Hot Tub; Microwave; Range; Refrigerator; Satellite Dish; Water Softener: Own; Window Coverings","Yes","See Remarks; Landscaping: Full; Mature Trees; Pines; Terraced Yard; Waterfall","40.779524","08/01/2016","ERS","-111.893542","See Remarks; Fenced: Part; Secluded Yard; Sprinkler: Auto-Full; Terrain: Grad Slope; View: Lake; Private","725000","451","0","0","0","0","00/00/0000","Coldwell Banker Residential Brokerage-Salt Lake","00/00/0000","On Record","1","2","1","0","2","0","2,341","Y","Y","","Y","Y","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","3","1","0","1","1","0","3,074","Y","","","","","Y","1","0","See Remarks; Concrete/Gunite; Heated; In Ground; With Spa","Recording","Single Family","","NE","0","00/00/0000","Executive retreat! 1998, custom built home in the Marmalade District of Salt Lake, one of the oldest communities and situated directly above the downtown and bordering the State Capitol. This 2-story residence with cedar shingles and stone siding has all the bells and whistles. The home captures an abundance of light and has 10' to 12' ceilings on both levels of the home. The gourmet kitchen is decorated with absolute black granite counter tops and alder cabinetry and opens up to the everyday indoor and outdoor living spaces. There is a main level executive office with built-in bookcases and cabinetry. The spacious master suite has a fireplace and opens to the outdoor deck. The lower level has a large recreation room to accommodate, pool tables, fitness equipment and is plumbed for a wet bar. The state of the art theatre has surround sound and great visual effect. There are additional sleeping quarters on the lower level and a wine cellar. The home is orientated to the wooded backyard which is a virtual playground with an in-ground black bottom pool with a recirculating stream flowing into it, a hot tub and a putting green. The covered deck and patio are great for outdoor dining and entertaining. Artfully landscaped .29 acre lot with boulders, sandstone walkways and a colorful ever changing garden canvas and canopy. ","Asphalt Shingles","No","Salt Lake","Washington","Bryant","West","","Judge Memorial","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Agent Has Key; Call Agent/Appt","0.0","79609","","68151","12000","08/29/2016","752000","Conventional","0","08/29/2016","UT","Sold","ST","MAIN","Rambler/Ranch","0","MARMALADE","08-36-279-029","7244","Cash; Conventional","","0","0","0","0","0","0","0","4","5.00","3","1","1","2","3","1","1","2","0","1","5,415","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds","00/00/0000","1998","84103","","08/29/2016"
"1394021","Asphalt","","0.01","Angela Carlson","Central Air; Electric","Cable Tv Available; Electric Dryer Hookup","101","0.0","None/Crawl Space","0","Salt Lake City","Shaun Jacobsen","3%","1","","801-554-7583","801-703-6156","Angela or Shaun","07/20/2016","Salt Lake","1","1","5","0","N","E","200","","07/15/2016","","10/13/2016","Brick","Double Pane Windows; Porch: Open","Dishwasher, Built-In; Disposal; Kitchen: Updated; Range/Oven: Free Stdng.; Granite Countertops","Carpet; Hardwood; Tile","0.0","0","Parking: Covered","165","Monthly","Hot Water","166","1394021_9c7a44394ac7f3d6a38d3e71867edd13_1006444.jpg","Dryer; Microwave; Range; Refrigerator; Washer","No","Landscaping: Full","40.773243","07/15/2016","ERS","-111.883291","Curb &amp; Gutter; Road: Paved; Sidewalks; Sprinkler: Auto-Full; Terrain: Grad Slope","205000","166","0","0","0","0","00/00/0000","Urban Utah Homes & Estates","00/00/0000","on record","2","1","0","0","0","0","924","Y","Y","","","","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","","","Condo","","NE","0","00/00/0000","Located close to lively downtown and yet in a quiet neighborhood. This cheerful condo is updated and spacious with lovely hardwood floors. The easy access to recreation in City Creek Canyon is a bonus as is the variety of shopping, dining and transit options nearby. All appliances stay, including the washer/dryer in the unit. ","Flat; Membrane","No","Salt Lake","Ensign","Bryant","West","","Madeleine Choir Sch","Gas: Connected; Power: Connected; Sewer: Connected; Water: Connected","Call Agent/Appt","0.0","83665","","70573","4760","08/19/2016","205000","Conventional","0","08/22/2016","UT","Sold","ST","A","Condo; Top Level","0","WHITE LANE CONDOS","09-31-342-004","1431","Cash; Conventional","","0","0","0","0","0","0","0","2","1.00","1","0","0","1","0","0","1","1","0","0","924","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds; Plantation Shutters","00/00/0000","1965","84103","RES","08/22/2016"
"1393604","","","0.11","Rachel Kitterer","Central Air; Electric","Cable Tv Wired; Electric Dryer Hookup","101","0.0","Full","97","Salt Lake City","","3%","0","","801-870-0879","801-278-4414","Rachel Kitterer","07/15/2016","Salt Lake","0","0","4","0","E","","0","","07/14/2016","See Remarks; Gas Grill/BBQ","10/07/2016","See Remarks; Cement Board","See Remarks; Attic Fan; Outdoor Lighting; Patio: Open","See Remarks; Alarm: Fire; Dishwasher, Built-In; French Doors; Gas Log; Kitchen: Updated; Oven: Gas; Range: Gas; Range/Oven: Free Stdng.","Hardwood; Laminate; Slate","0.0","0","","","","Forced Air; Gas: Central; &gt;= 95% efficiency","731","1393604_6645ad6b29e3ac8db6982171e0890871_10468177.jpg","Basketball Standard; Dryer; Fireplace Equipment; Fireplace Insert; Gazebo; Hot Tub; Microwave; Range; Range Hood; Refrigerator; Storage Sheds; Washer; Window Coverings","No","Landscaping: Full; Mature Trees; Pines","40.773972","07/14/2016","ERS","-111.867470","See Remarks; Curb &amp; Gutter; Fenced: Full; Road: Paved; Secluded Yard; Sprinkler: Auto-Full; Terrain, Flat; Terrain: Steep Slope; View: Mountain; Drip Irrigation: Auto-Part; Private","390000","200","0","0","0","0","00/00/0000","Chapman Richards & Associates","00/00/0000","","1","1","0","0","1","0","851","","Y","Y","Y","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","2","0","0","0","0","0","851","Y","","","","","Y","1","0","","Neg.","Single Family","","NE","0","00/00/0000","That grey house on 4th with the green door? With all that luscious landscaping out front, a deck in the back, and a fully fenced yard? Is that a shed? And a hot tub? On the street with all the great neighbors? #youbetcha. Come on over/down/up and see for yourself. Lovely living spaces, incredible indoor/outdoor access, light and bright all classed up with some mighty fine architectural detail. Then there's all the usual good stuff: New furnace & water heater, air conditioning (phew), stainless appliances, new quartz countertops, a gas fireplace with built-in book cases all around, slate floors & wood floors (byoc = bring your own carpets), a family room downstairs to house the hooligans, old-school family lockers, tons of storage inside and out (did I mention the cute shed?) and so much more. It might not be grand in size, but it has big ol' presence. Modern attitude with a classic aesthetic. Like we said, come see it to believe it. As they say, ""You'll be glad you did.""   ","Asphalt Shingles; Pitched","No","Salt Lake","Wasatch","Bryant","West","","Madeleine Choir Sch","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Appt/Use Key Box; Call Agent/Appt; Key Box: Electronic","0.0","36898","","22683","","08/25/2016","390000","Conventional","0","08/29/2016","UT","Sold","AVE","4TH","Bungalow/Cottage","0","","09-32-313-018","1816","Cash; Conventional","","0","0","0","0","0","0","1","3","1.00","1","0","0","1","1","1","1","1","0","0","1,702","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds; Plantation Shutters","00/00/0000","1940","84103","","08/29/2016"
"1393602","Concrete","","0.14","Rachel Kitterer","Central Air; Electric","Cable Tv Wired; Electric Dryer Hookup","101","0.0","Full","90","Salt Lake City"," ","3%","0","","801-870-0879","801-278-4414","Rachel Kitterer","07/21/2016","Salt Lake","0","0","12","0","E","N","579","","07/14/2016","See Remarks; Dryer; Freezer; Gas Grill/BBQ; Washer","11/14/2016","Brick","Outdoor Lighting; Patio: Covered","Alarm: Fire; Dishwasher, Built-In; Disposal; Kitchen: Updated; Range/Oven: Free Stdng.; Granite Countertops","Carpet; Hardwood; Tile","0.0","1","See Remarks; Built-In; Opener","","","Forced Air; Gas: Central; &gt;= 95% efficiency","579","1393602_9faafa1b01e9c669f68d47166b2b547d_8239043.jpg","Microwave; Range; Refrigerator; Satellite Dish; Window Coverings; Workbench","No","Landscaping: Full; Mature Trees; Terraced Yard","40.783009","07/14/2016","ERS","-111.872100","See Remarks; Curb &amp; Gutter; Fenced: Part; Road: Paved; Sprinkler: Auto-Full; Terrain: Grad Slope; View: Lake; View: Mountain; View: Valley","445000","0","0","0","0","0","00/00/0000","Chapman Richards & Associates","00/00/0000","","2","1","0","0","1","0","910","","","","","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","1","0","0","1","0","0","846","2","","","","","Y","1","3","","Neg.","Single Family","","NE","0","00/00/0000","VIEWS, VIEWS, VIEWS...Imagine relaxing on your covered patio watching the sunrise over the Wasatch Mtns; Sunsets at dinner looking over the Oquirrhs and Great Salt Lake; Fireworks across the entire valley, in summer, and storms rolling in from all directions, all year round. Sound like a dream come true? Make your dream a reality w/ this solid 3Bd + den/2Ba brick cottage, perched on 12th Ave.  Well thought out updated kitchen & bath w/ granite. Hardwood floors and nice spaces throughout. Easy access to downtown, UofU, and hiking trails. Tons of storage, 1 car gar, and a lovely private yard, complete this dream.  Come Buy Today!","Asphalt Shingles; Pitched","No","Salt Lake","Ensign","Bryant","West","","Madeleine Choir Sch","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Appt/Use Key Box; Call Agent/Appt; Key Box: Electronic","0.0","52463","","69444","3000","08/25/2016","443000","Conventional","0","08/29/2016","UT","Sold","AVE","12TH","Bungalow/Cottage","0","","09-32-101-005","3260","Cash; Conventional","","0","0","0","0","0","0","0","3","2.00","1","0","1","1","1","0","0","1","0","1","1,756","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds","00/00/0000","1940","84103","","08/29/2016"
"1393829","Asphalt","","0.01","T. Carter Maudsley","Central Air; Electric","Cable Tv Wired","101","0.0","None/Crawl Space","0","Salt Lake City","","3%","1","","801-916-7960","","Text/Call Carter","07/16/2016","Salt Lake","1","0","2","0","E","N","720","","07/14/2016","See Remarks; Refrigerator; Window Coverings","10/14/2016","Brick","Double Pane Windows","Dishwasher, Built-In; Disposal; Range/Oven: Free Stdng.","Carpet; Hardwood; Tile","0.0","0","Detached","170","Monthly","Forced Air; Gas: Central","720","1393829_15276f8fbf62f326334c48548ee101dd_3761924.jpg","Range; Storage Sheds","No","Mature Trees; Xeriscaped","40.775055","07/14/2016","ERS","-111.867840","Sprinkler: Auto-Full","165000","250","0","0","0","0","00/00/0000","Equity Real Estate - Solid","00/00/0000","Maudsley","2","1","0","0","0","0","720","Y","Y","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","1","0","","ARRANGE","Condo","","NE","0","00/00/0000","This mid-Avenues condo is the perfect place for the owner who wants a low-maintenance place to live close to downtown Salt Lake. You can take a short walk to Lindsey Gardens, coffee shops, dining, and the neighborhood grocery store. It is a great top-floor unit with only one neighbor below you. It even has views of the mountains and the Salt Lake valley from the south-facing double-pane windows. This would also make an excellent rental property. Recently updated flooring and central a/c. Square footage figures are provided as a courtesy estimate only and were obtained from a prior appraisal.  Buyer is advised to obtain an independent measurement. Owner is related to the listing agent.","Flat; Rubber (EPDM)","No","Salt Lake","Wasatch","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Water: Connected","Call Agent/Appt","0.0","85438","","64355","","08/15/2016","163000","Cash","0","08/18/2016","UT","Sold","AVE","FIFTH","Condo; Top Level","0","MID-AVENUES","09-32-312-015","942","Cash; Conventional","","0","0","0","0","0","0","0","2","1.00","1","0","0","1","0","0","1","0","0","0","720","0","","14","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1969","84103","","08/18/2016"
"1393370","Asphalt","","0.01","Larry Cragun","Central Air; Electric","Cable Tv Wired; Exercise Room; Swimming Pool; Tennis Court","101","0.0","None/Crawl Space","0","Salt Lake City","","3%","0","","866-755-4555","","Showing Service","07/23/2016","Salt Lake","0","0","12","0","E","N","123","","07/13/2016","","10/12/2016","Brick","Deck; Covered; Secured Building; Secured Parking; Sliding Glass Doors","Alarm: Fire; Alarm: Security; Bath: Master; Kitchen: Updated","Hardwood; Concrete","0.0","2","Built-In; Heated; Opener","620","Monthly","Electric; Forced Air","123","1393370_02effac5c29f53fc1a7d3270d205b336_2431150.jpg","","No","Landscaping: Full","40.771693","07/12/2016","ERS","-111.886951","Corner Lot","339000","0","0","0","0","0","00/00/0000","MediaOne Real Estate","00/00/0000","On File","3","2","0","0","0","0","1,368","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","2","Heated; In Ground; Indoor; With Spa","","Condo","","NE","0","00/00/0000","This a rare 3 bedroom unit in Canyon Road Towers, even more RARE: TWO PARKING STALLS: They don't come up here often and not like this beautifully and completely remodeled unit. It features a gas fireplace and even better all appliances stay. The 3rd bedroom is used as a den.  This is a highly sought after Canyon Road Towers Condominium. A great corner unit with views to the North, of the State Capital and mountains as well to the East to the mountains. Of all the units I have sold in this popular building this is the nicest. HOA's include all utilities, including heating and air conditioning, on-site management,  amenities such as swimming pool, hot tub, exercise room, sauna, and elegant social room with kitchen for entertaining larger groups. Secured building with assigned garage parking spaces. Centrally located to City Creek Center, world class shopping, Temple Square, Memory Grove and City Creek Canyon. Walk-able to countless restaurants, grocery shopping and any other activity you want.  ","Flat","No","Salt Lake","Ensign","Bryant","West","","","","See Remarks; Appt/Use Key Box","0.0","89945","","69732","1240","07/29/2016","334000","Cash","0","08/01/2016","UT","Sold","AVE","SECOND","Condo; High Rise","0","CANYON ROAD TOWERS","09-31-376-071","2141","Cash","","0","0","0","0","0","0","0","3","2.00","2","0","0","0","0","0","0","0","0","0","1,368","0","","615","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1976","84103","","08/01/2016"
"1392721","Concrete","","0.14","Mike Evertsen","Central Air; Electric","Cable Tv Available; Cable Tv Wired; Electric Dryer Hookup","101","0.0","Daylight; Entrance; Partial; Walkout","99","Salt Lake City","","3%","0","","801-560-2138","","Text Mike 801-560-2138","07/15/2016","Salt Lake","0","1","","1","","","580","","07/11/2016","","12/31/2016","Brick; Cedar/Redwood","Balcony; Double Pane Windows; Outdoor Lighting; Skylights; Sliding Glass Doors; Storm Doors; Walkout","Bath: Master; Closet: Walk-In; Dishwasher, Built-In; Disposal; French Doors; Kitchen: Second; Kitchen: Updated; Mother-in-Law Apt.; Granite Countertops","Carpet; Hardwood; Tile","0.0","2","Opener; Parking: Uncovered; Storage Above; Workbench","","","Forced Air; Gas: Central; &gt;= 95% efficiency","580","1392721_73c81d1f44cca4edd24b277852af3a50_2122952.jpg","","No","Fruit Trees; Landscaping: Full; Mature Trees; Terraced Yard; Xeriscaped","40.783889","07/11/2016","ERS","-111.872194","Curb &amp; Gutter; Fenced: Part; Road: Paved; Sprinkler: Auto-Part; Terrain: Grad Slope; View: Mountain; View: Valley","600000","650","0","0","0","0","00/00/0000","Plumb & Company","00/00/0000","contact listing agent","1","1","0","1","2","0","1,836","Y","Y","","","Y","Y","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","2","1","0","0","0","0","1,120","Y","Y","","","","Y","1","2","","TBD","Single Family","","NE","0","00/00/0000","Executive home with stunning mountain and valley views. Open floor plan with quality upgrades throughout. ","Asphalt Shingles; Bitumen","No","Salt Lake","Ensign","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","See Remarks; Call Agent/Appt","0.0","28433","","22683","","07/27/2016","570000","Conventional","0","07/29/2016","UT","Sold","AVE","13TH","Rambler/Ranch","0","AVENUES","09-31-228-006","4197","Cash; Conventional; FHA; VA","","0","0","0","0","0","0","0","3","3.00","2","0","1","2","2","0","2","2","0","1","2,956","0","","","Culinary","0","0","0","0","0","0","0","0","Blinds; Part","00/00/0000","1950","84103","RS-1A","07/29/2016"
"1392741","Asphalt; Circular; Common Drive","","0.01","Babs De Lay","Central Air; Electric","Cable Tv Wired; Home Warranty","101","0.0","None/Crawl Space","0","Salt Lake City"," ","3%","1","","801-784-8618","801-201-8824","Bella (co-agent)","07/14/2016","Salt Lake","1","1","3","1","E","N","521","","07/11/2016","","08/18/2016","Brick; Concrete/Glass","Deck; Covered; Double Pane Windows; Outdoor Lighting; Secured Building","Bath: Master; Dishwasher, Built-In; Disposal; Range/Oven: Free Stdng.","Carpet; Tile","0.0","0","Detached; Parking: Covered","289","Monthly","Electric; Hot Water","521","1392741_1bed2f559e9053cc86bb2dba0432ccfc_1701174.jpg","Dryer; Microwave; Range; Range Hood; Refrigerator; Washer","No","Landscaping: Full; Mature Trees","40.775431","07/11/2016","ERS","-111.873783","Curb &amp; Gutter; Road: Paved; Sidewalks; Sprinkler: Auto-Full; View: Mountain; View: Valley","209900","250","0","0","0","0","00/00/0000","Urban Utah Homes & Estates","00/00/0000","OWNER AGENT","2","1","1","0","0","0","1,085","Y","","","","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","1","","immediate","Condo","","NE","0","00/00/0000","Unlike any other unit that has sold in the past six months in the building-gutted and updated ! Be the first to walk on all new flooring throughout and use the just out of the wrapper appliances in your all new IKEA kitchen done in gray tones with butcher block laminate counters. STUNNING views from this corner unit in Northridge Heights. One of my all time favorite mid-mod buildings-so much so that I bought this one and gutted 95% of it. The HVAC is original but works terrifically. This is a non-gas building so everything is electric. Swell deck to set up a bistro table and high chairs to look out on the world- faces south and west. I'll bet you a nickel you won't find a nicer, more updated unit in the price range anywhere near downtown! Small storage closet, covered 1 space parking, elevator. Pet friendly.  Virtually everything in this unit is new. Vacant, staged-text for KB location. Home Warranty included from Landmark Home Warranty.","Rubber (EPDM)","Yes","Salt Lake","Ensign","Bryant","West","McGillis School","Madeleine Choir Sch","Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt","0.0","85192","","68108","","08/12/2016","215000","Conventional","0","08/15/2016","UT","Sold","AVE","FIFTH","Condo; Middle Level","0","NORTHRIDGE HEIGHTS","09-31-433-012","1478","Cash; Conventional","","0","0","0","0","0","0","0","2","2.00","1","1","0","1","0","0","0","0","0","1","1,085","0","","303","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1968","84103","MULTI","08/15/2016"
"1393119","Asphalt; Common Drive","","0.01","Mike Evertsen","Central Air; Electric","Cable Tv Available; Swimming Pool","101","0.0","Slab","0","Salt Lake City"," ","3%","0","","801-560-2138","","Text Mike 801-560-2138 ","07/14/2016","Salt Lake","1","1","2","0","","","120","","07/12/2016","","01/31/2017","Asphalt Shingles; Cedar/Redwood","Outdoor Lighting; Porch: Open","Gas Log; Range/Oven: Free Stdng.","Carpet; Linoleum","0.0","0","Parking: Covered","185","Monthly","Forced Air; Gas: Central","438","1393119_f131d35d473feda9a7f69f82a861155e_3594646.jpg","Range; Refrigerator; Window Coverings","No","Landscaping: Full; Mature Trees","40.779415","07/11/2016","ERS","-111.893966","Fenced: Part; Road: Paved; Sidewalks; Sprinkler: Auto-Full; Terrain: Grad Slope","134900","438","0","0","0","0","00/00/0000","Plumb & Company","00/00/0000","Contact Listing Agent","2","1","0","0","1","0","801","","","","","Y","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","Concrete/Gunite; Fenced; In Ground","recording","Condo","","NW","0","00/00/0000","You know what they say, in real estate it's all about location and this is a prime location if you like urban living. A one-owner unit that's ready for a handy-person to make it their own. This unit is located on the top floor in the southwest corner which makes for quiet living. ","","Yes","Salt Lake","Washington","Bryant","West","","","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call/Use Key Box; Key Box: Electronic; Vacant","0.0","68466","","70694","2680","08/16/2016","134000","Conventional","0","08/17/2016","UT","Sold","","CENTER ST","Condo; Top Level","0","CAPITOL GARDENS","08-36-278-016","851","Cash; Conventional","","0","0","0","0","0","0","0","2","1.00","1","0","0","0","1","0","0","0","0","1","801","0","","301","Culinary","0","0","0","0","0","0","0","0","Blinds; Part","00/00/0000","1972","84103","CONDO","08/17/2016"
"1391580","Concrete","","0.09","Christina F Dalton","Evap. Cooler: Roof","Cable Tv Available","101","0.0","Daylight; Partial","100","Salt Lake City","","3%","0","","801-560-3390","801-865-5847","Christina or Scott","07/08/2016","Salt Lake","0","0","5","0","E","N","576","","07/06/2016","","01/06/2017","Brick","Double Pane Windows; Porch: Open","Dishwasher, Built-In; Disposal; Kitchen: Updated; Range/Oven: Free Stdng.","Carpet; Hardwood; Tile","0.0","0","","","","Forced Air; Gas: Central","576","1391580_c9c09ed626a0f50ed2febea7810cfbd8_140511.jpg","Microwave; Range","No","Landscaping: Part; Mature Trees","40.775075","07/06/2016","ERS","-111.872260","Fenced: Part; Road: Paved; Secluded Yard; Sidewalks; Terrain, Flat; View: Valley; Private","399900","250","0","0","0","0","00/00/0000","Coldwell Banker Residential Brokerage-Sugarhouse","00/00/0000","","2","1","0","0","1","0","977","","","Y","Y","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","","","","","","","1","0","0","1","0","0","562","Y","","","","","Y","1","3","","Recording","Single Family","","NE","0","00/00/0000","Historical Avenues Bungalow with craftsman charm outside & completely renovated to have a modern feel with an industrial vibe inside. Open concept living space. Unique, original curved walls in formal dining and in living room. Custom poured cement fireplace with quartz hearth. Kitchen boasts: quartz countertops, custom cabinets, stainless appliances, fresh backsplash, and pendant lighting. All new flooring throughout home: wide plank Oak hardwoods, tile, & carpet. Reclaimed wood wall in the bedroom. Upstairs bath remodeled with floating vanity & subway tile. Downstairs bath remodeled with stained concrete floor, good sized shower with glass enclosure, and tiled surround. Basement has really good ceiling height (rare in the Avenues) with daylight windows in the family room. Not only is this property easy on the eyes, it has the following upgrades: new windows, new light fixtures, new hardware, new furnace & ductwork, majority of the plumbing has been updated, & new breaker panel & electrical wiring in the home. Recessed lighting in kitchen, living room and basement. Mission style steel railing, big front sitting porch and new fencing. Very cool, nothing like it on the market. Owner/Agent","Asphalt Shingles","No","Salt Lake","Ensign","Bryant","West","","Judge Memorial","Gas: Connected; Power: Connected; Sewer: Connected; Sewer: Public; Water: Connected","Call Agent/Appt; Key Box: Electronic","0.0","89763","","62020","5904","07/28/2016","399000","Conventional","0","07/29/2016","UT","Sold","AVE","FIFTH","Bungalow/Cottage","0","AVENUES","09-31-438-004","2207","Cash; Conventional; VA","","0","0","0","0","0","0","1","3","2.00","1","0","1","1","1","1","0","1","0","0","1,539","0","","","Culinary","0","0","0","0","0","0","0","0","","00/00/0000","1916","84103","","07/29/2016"
